id,title,odometer,location,isimported,engine,transmission,fuel,paint,year,target,brand
949,Nissan Pathfinder,117385,Lagos,Locally used,6-cylinder(I6),automatic,petrol,red,2005,785000,Nissan
950,Mercedes-Benz GLK 350,65728,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,black,2013,7215000,Mercedes-Benz
951,Honda Accord,10000,Ogun,Locally used,4-cylinder(I4),automatic,petrol,green,2002,543000,Honda
952,Toyota Corolla,22698,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2015,5295000,Toyota
953,Mazda Tribute,188971,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,grey,2005,2065000,Mazda
954,Lexus ES 350,193858,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,white,2010,4855000,Lexus
955,Audi S6,678325,Lagos,Locally used,4-cylinder(I4),manual,diesel,white,1994,1215000,Audi
956,Lexus RX 350,120706,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,silver,2010,6945000,Lexus
957,Toyota Highlander,88968,other,Locally used,6-cylinder(I6),automatic,petrol,blue,2005,2065000,Toyota
958,Toyota Corolla,18415,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2017,8815000,Toyota
959,Toyota Sienna,1348,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,red,2012,5765000,Toyota
960,Toyota Corolla,199373,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2009,3137500,Toyota
961,Toyota RAV 4,48756,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,silver,2016,9015000,Toyota
962,Lexus LX 570,25141,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,blue,2018,50015000,Lexus
963,Toyota RAV 4,109418,Abuja,Foreign Used,6-cylinder(I6),automatic,petrol,white,2010,4815000,Toyota
964,Honda Accord,165080,Lagos,Locally used,4-cylinder(I4),automatic,petrol,grey,2005,785000,Honda
965,Isuzu CABSTER,0,Lagos,Locally used,4-cylinder(I4),manual,diesel,white,1999,3015000,Isuzu
966,Honda Pilot,164195,Lagos,Locally used,6-cylinder(I6),automatic,petrol,blue,2003,715000,Honda
967,Toyota Camry,125095,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,grey,2007,2715000,Toyota
968,Toyota Camry,120692,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,grey,2009,3165000,Toyota
969,Toyota Land Cruiser,99528,Lagos,Locally used,8-cylinder(V8),automatic,petrol,black,2007,11565000,Toyota
970,Toyota Highlander,53986,Lagos ,Foreign Used,4-cylinder(I4),automatic,petrol,blue,2015,10615000,Toyota
971,Toyota Corolla,71550,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,red,2013,4015000,Toyota
972,Toyota Camry,195828,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2009,2315000,Toyota
973,Lexus RX 350,145978,Abuja,Locally used,6-cylinder(V6),automatic,petrol,blue,2008,3415000,Lexus
974,Mercedes-Benz GL 450,209568,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,blue,2006,5265000,Mercedes-Benz
975,Toyota Sienna,115336,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,blue,2011,6840000,Toyota
976,Lexus ES 350,125045,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,gold,2011,5735000,Lexus
977,Toyota Corolla,92759,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2014,5015000,Toyota
978,Toyota RAV 4,75308,Lagos,Locally used,6-cylinder(V6),automatic,petrol,red,2008,2665000,Toyota
979,Toyota Corolla,121528,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,grey,2009,2915000,Toyota
980,Toyota Sienna,169615,Lagos State,Locally used,6-cylinder(V6),automatic,petrol,white,2005,1275000,Toyota
981,Lexus GX 460,52708,Lagos,Foreign Used,8-cylinder(V8),automatic,petrol,grey,2015,12515000,Lexus
982,Toyota Corolla,14115,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,silver,2010,2875000,Toyota
983,Mercedes-Benz C 63 AMG,7690,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2015,16515000,Mercedes-Benz
984,Mercedes-Benz SL 400,0,Lagos,New ,4-cylinder(I4),automatic,petrol,white,2016,18215000,Mercedes-Benz
985,Lexus RX 350,42656,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,black,2016,17615000,Lexus
986,Toyota Corolla,121021,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,blue,2008,2715000,Toyota
987,Lexus ES 350,69,Lagos,New ,4-cylinder(I4),automatic,petrol,grey,2020,47015000,Lexus
988,Toyota Camry,68589,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,black,2016,6615000,Toyota
989,Volkswagen 17.22,142623,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2010,3165000,Volkswagen
990,Toyota Hilux,120725,Lagos,Locally used,4-cylinder(I4),automatic,petrol,white,2010,5515000,Toyota
991,Toyota Camry,135935,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,ash,2009,3315000,Toyota
992,Toyota Camry,92709,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,blue,2014,4315000,Toyota
993,Land Rover Range Rover Sport,52485,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2014,23015000,Land
994,Toyota RAV 4,65528,Ogun,Foreign Used,4-cylinder(I4),automatic,petrol,black,2007,3535000,Toyota
995,Toyota Camry,62894,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,silver,2012,4515000,Toyota
996,Lexus ES 350,62125,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2014,9315000,Lexus
997,Lexus ES 350,75578,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,black,2014,9585000,Lexus
998,Toyota Sienna,189248,Lagos,Locally used,4-cylinder(I4),automatic,petrol,grey,2004,1885000,Toyota
999,Honda CR-V,19936,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,grey,2019,16015000,Honda
1000,Toyota Camry,158580,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,grey,2009,2745000,Toyota
1001,Ford Edge,98174,Lagos,Locally used,6-cylinder(V6),automatic,petrol,black,2013,2765000,Ford
1002,Lexus GS 300,28879,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,grey,2006,3795000,Lexus
1003,Toyota Sienna,93266,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2011,5515000,Toyota
1004,Honda Pilot,107418,Lagos,Locally used,4-cylinder(I4),automatic,petrol,silver,2005,1170000,Honda
1005,Honda Accord,584,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,white,2012,2615000,Honda
1006,Toyota Corolla,78984,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,green,2014,4915000,Toyota
1007,Man BOCKMANN,809456,Lagos,Locally used,6-cylinder(V6),manual,diesel,white,1980,26015000,Man
1008,Toyota Corolla,46768,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2014,5415000,Toyota
1009,Toyota Camry,31600,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,silver,2011,3615000,Toyota
1010,Toyota Camry,96802,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,black,2011,3415000,Toyota
1011,Lexus GX 460,146275,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,gold,2013,14315000,Lexus
1012,DAF CF,0,Lagos,Locally used,6-cylinder(V6),manual,diesel,white,1998,10015000,DAF
